tab	magic_measurements
er_specimen_name	er_sample_name	er_site_name	er_location_name	magic_experiment_name	measurement_number	measurement_sd_z	treatment_dc_field	measurement_flag	treatment_dc_field_phi	er_citation_names	measurement_dec	measurement_sd_x	measurement_description	measurement_standard	magic_software_packages	measurement_positions	magic_instrument_codes	measurement_temp	measurement_magn_moment	treatment_ac_field	er_analyst_mail_names	treatment_temp	measurement_csd	measurement_sd_y	treatment_dc_field_theta	measurement_inc	magic_method_codes
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	29	2.81e-10	0	g		This study	265.6	4.34e-10			pmagpy-3.2.1	1	hargrave 2015-02-12 15:37:20	273	1.97e-08	0		903.0	1.6	2.53e-10		-46.0	LT-T-Z:LP-DIR-T
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	30	2.16e-10	0	g		This study	269.1	8.01e-10			pmagpy-3.2.1	1	hargrave 2015-02-13 17:53:58	273	1.99e-08	0		923.0	2.4	2.92e-10		-40.0	LT-T-Z:LP-DIR-T
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	31	3.07e-10	0	g		This study	268.6	5.97e-10			pmagpy-3.2.1	1	hargrave 2015-02-17 11:28:49	273	1.78e-08	0		933.0	2.3	3.16e-10		-42.4	LT-T-Z:LP-DIR-T
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	32	3.35e-10	0	g		This study	272.3	4.89e-10			pmagpy-3.2.1	1	hargrave 2015-02-18 09:46:48	273	1.35e-08	0		943.0	2.8	3.34e-10		-39.3	LT-T-Z:LP-DIR-T
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	33	9.14e-11	0	g		This study	234.4	2.07e-10			pmagpy-3.2.1	1	hargrave 2015-02-19 12:55:38	273	3.99e-09	0		953.0	3.5	1.06e-10		-27.9	LT-T-Z:LP-DIR-T
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	1	2.46e-09	0	g		This study	77.2	1.26e-08			pmagpy-3.2.1	1		273	2.46e-07	0		273	3.0	1.06e-09		-44.9	LT-NO:LP-DIR-T
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	2	3.48e-09	0	g		This study	73.1	1.12e-08			pmagpy-3.2.1	1		273	2.72e-07	0		77	2.5	1.30e-09		-46.1	LT-LT-Z:LP-DIR-T
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	3	6.14e-09	0	g		This study	66.0	1.03e-08			pmagpy-3.2.1	1		273	3.68e-07	0		373.0	2.0	4.82e-09		-49.3	LT-T-Z:LP-DIR-T
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	4	7.78e-09	0	g		This study	057.3	2.08e-08			pmagpy-3.2.1	1	hargrave 2014-10-22 15:58:15	273	5.06e-07	0		423.0	2.5	2.52e-09		-51.8	LT-T-Z:LP-DIR-T
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	5	1.03e-08	0	g		This study	061.1	3.17e-08			pmagpy-3.2.1	1	hargrave 2014-10-27 16:24:50	273	5.02e-07	0		473.0	3.8	2.75e-09		-52.1	LT-T-Z:LP-DIR-T
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	6	7.43e-09	0	g		This study	066.0	3.67e-08			pmagpy-3.2.1	1	hargrave 2014-10-28 13:47:48	273	4.01e-07	0		523.0	5.4	5.43e-09		-51.9	LT-T-Z:LP-DIR-T
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	7	3.89e-09	0	g		This study	069.5	2.20e-08			pmagpy-3.2.1	1	hargrave 2014-10-28 20:45:11	273	2.63e-07	0		573.0	4.9	3.27e-09		-50.3	LT-T-Z:LP-DIR-T
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	8	1.56e-09	0	g		This study	077.3	9.67e-09			pmagpy-3.2.1	1	hargrave 2014-10-29 20:57:46	273	1.59e-07	0		623.0	3.5	5.81e-10		-51.0	LT-T-Z:LP-DIR-T
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	9	1.49e-09	0	g		This study	081.7	8.78e-09			pmagpy-3.2.1	1	hargrave 2014-11-03 17:17:53	273	1.25e-07	0		673.0	4.1	5.86e-10		-49.9	LT-T-Z:LP-DIR-T
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	10	1.12e-09	0	g		This study	083.5	7.17e-09			pmagpy-3.2.1	1	hargrave 2014-11-04 12:08:13	273	1.13e-07	0		698.0	3.7	5.18e-10		-49.3	LT-T-Z:LP-DIR-T
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	11	9.47e-10	0	g		This study	089.4	8.02e-09			pmagpy-3.2.1	1	hargrave 2014-11-10 12:58:13	273	1.01e-07	0		723.0	4.6	6.20e-10		-47.8	LT-T-Z:LP-DIR-T
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	12	7.45e-10	0	g		This study	092.2	3.65e-09			pmagpy-3.2.1	1	hargrave 2014-11-10 22:16:43	273	9.23e-08	0		748.0	2.3	4.97e-10		-46.9	LT-T-Z:LP-DIR-T
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	13	9.94e-10	0	g		This study	099.3	6.65e-09			pmagpy-3.2.1	1	hargrave 2014-11-13 11:50:50	273	8.52e-08	0		773.0	4.6	1.36e-09		-44.6	LT-T-Z:LP-DIR-T
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	14	6.72e-10	0	g		This study	101.8	3.04e-09			pmagpy-3.2.1	1	hargrave 2014-11-17 17:31:35	273	7.92e-08	0		788.0	2.3	9.47e-10		-42.8	LT-T-Z:LP-DIR-T
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	15	5.65e-10	0	g		This study	103.3	1.10e-09			pmagpy-3.2.1	1	hargrave 2014-11-24 18:22:26	273	7.67e-08	0		803.0	0.9	5.01e-10		-42.7	LT-T-Z:LP-DIR-T
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	16	8.06e-10	0	g		This study	103.7	1.39e-09			pmagpy-3.2.1	1	hargrave 2014-12-01 17:04:09	273	7.61e-08	0		818.0	1.2	7.70e-10		-41.8	LT-T-Z:LP-DIR-T
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	17	6.66e-10	0	g		This study	103.3	1.33e-09			pmagpy-3.2.1	1	hargrave 2014-12-02 00:50:08	273	7.05e-08	0		823.0	1.2	6.73e-10		-41.7	LT-T-Z:LP-DIR-T
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	18	6.06e-10	0	g		This study	105.8	4.01e-09			pmagpy-3.2.1	1	hargrave 2014-12-05 13:46:21	273	6.86e-08	0		828.0	3.5	1.42e-09		-41.4	LT-T-Z:LP-DIR-T
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	19	5.00e-10	0	g		This study	106.3	4.49e-10			pmagpy-3.2.1	1	hargrave 2014-12-06 12:03:37	273	6.56e-08	0		833.0	0.5	2.97e-10		-39.4	LT-T-Z:LP-DIR-T
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	20	6.00e-10	0	g		This study	107.1	7.97e-10			pmagpy-3.2.1	1	hargrave 2014-12-08 15:24:19	273	6.34e-08	0		838.0	0.9	5.57e-10		-40.2	LT-T-Z:LP-DIR-T
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	21	6.18e-10	0	g		This study	106.6	5.10e-10			pmagpy-3.2.1	1	hargrave 2014-12-08 22:16:29	273	6.09e-08	0		843.0	0.8	5.48e-10		-39.2	LT-T-Z:LP-DIR-T
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	22	3.90e-10	0	g		This study	111.5	3.29e-09			pmagpy-3.2.1	1	hargrave 2015-01-12 11:07:07	273	5.92e-08	0		846.0	3.5	1.59e-09		-39.3	LT-T-Z:LP-DIR-T
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	23	3.95e-10	0	g		This study	110.9	1.85e-09			pmagpy-3.2.1	1	hargrave 2015-01-14 14:25:16	273	5.86e-08	0		849.0	2.0	8.67e-10		-39.5	LT-T-Z:LP-DIR-T
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	24	6.83e-10	0	g		This study	110.1	1.07e-09			pmagpy-3.2.1	1	hargrave 2015-01-15 14:40:11	273	5.84e-08	0		852.0	1.3	5.93e-10		-39.3	LT-T-Z:LP-DIR-T
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	25	5.04e-10	0	g		This study	113.1	2.53e-09			pmagpy-3.2.1	1	hargrave 2015-01-18 13:02:08	273	5.75e-08	0		855.0	2.8	1.35e-09		-40.2	LT-T-Z:LP-DIR-T
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	26	4.12e-10	0	g		This study	113.4	1.35e-09			pmagpy-3.2.1	1	hargrave 2015-01-20 12:21:08	273	5.74e-08	0		858.0	1.4	6.22e-10		-39.4	LT-T-Z:LP-DIR-T
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	27	3.27e-10	0	g		This study	113.4	1.47e-09			pmagpy-3.2.1	1	hargrave 2015-02-10 17:29:40	273	5.53e-08	0		863.0	1.7	7.29e-10		-38.0	LT-T-Z:LP-DIR-T
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	28	4.53e-10	0	g		This study	115.9	7.42e-10			pmagpy-3.2.1	1	hargrave 2015-02-11 17:27:24	273	5.22e-08	0		883.0	1.0	7.00e-10		-36.7	LT-T-Z:LP-DIR-T
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	29	4.96e-10	0	g		This study	116.6	9.51e-10			pmagpy-3.2.1	1	hargrave 2015-02-12 15:39:33	273	4.54e-08	0		903.0	1.4	6.33e-10		-34.3	LT-T-Z:LP-DIR-T
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	30	2.07e-10	0	g		This study	122.8	1.04e-09			pmagpy-3.2.1	1	hargrave 2015-02-13 17:55:58	273	4.10e-08	0		923.0	1.4	3.56e-10		-32.9	LT-T-Z:LP-DIR-T
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	31	2.55e-10	0	g		This study	122.6	4.21e-10			pmagpy-3.2.1	1	hargrave 2015-02-17 11:30:40	273	3.27e-08	0		933.0	1.0	3.88e-10		-33.6	LT-T-Z:LP-DIR-T
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	32	1.02e-10	0	g		This study	122.0	9.59e-10			pmagpy-3.2.1	1	hargrave 2015-02-18 09:48:39	273	1.56e-08	0		943.0	4.2	6.76e-10		-34.3	LT-T-Z:LP-DIR-T
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	33	1.85e-11	0	g		This study	128.2	1.21e-10			pmagpy-3.2.1	1	hargrave 2015-02-19 12:57:15	273	3.94e-09	0		953.0	2.4	1.22e-10		-37.5	LT-T-Z:LP-DIR-T
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	1	1.49e-09	0	g		This study	15.6	7.33e-09			pmagpy-3.2.1	1		273	4.09e-07	0		273	3.0	2.01e-08		-38.2	LT-NO:LP-DIR-T
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	2	1.64e-09	0	g		This study	14.5	5.05e-09			pmagpy-3.2.1	1		273	4.63e-07	0		77	1.7	1.25e-08		-37.5	LT-LT-Z:LP-DIR-T
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	3	2.55e-09	0	g		This study	7.1	3.61e-09			pmagpy-3.2.1	1		273	6.21e-07	0		373.0	0.4	3.58e-09		-38.2	LT-T-Z:LP-DIR-T
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	4	6.47e-09	0	g		This study	003.2	4.56e-09			pmagpy-3.2.1	1	hargrave 2014-10-22 15:59:53	273	7.92e-07	0		423.0	2.1	2.75e-08		-38.7	LT-T-Z:LP-DIR-T
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	5	4.23e-09	0	g		This study	002.7	4.90e-09			pmagpy-3.2.1	1	hargrave 2014-10-27 16:26:22	273	7.70e-07	0		473.0	1.4	1.87e-08		-39.1	LT-T-Z:LP-DIR-T
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	6	3.25e-09	0	g		This study	004.0	5.53e-09			pmagpy-3.2.1	1	hargrave 2014-10-28 13:49:35	273	5.77e-07	0		523.0	3.2	3.21e-08		-41.2	LT-T-Z:LP-DIR-T
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	7	1.64e-09	0	g		This study	009.1	3.92e-09			pmagpy-3.2.1	1	hargrave 2014-10-28 20:46:49	273	3.38e-07	0		573.0	2.6	1.46e-08		-43.6	LT-T-Z:LP-DIR-T
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	8	7.48e-10	0	g		This study	003.1	1.44e-09			pmagpy-3.2.1	1	hargrave 2014-10-29 20:59:18	273	2.10e-07	0		623.0	1.8	6.33e-09		-47.7	LT-T-Z:LP-DIR-T
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	9	7.48e-10	0	g		This study	004.7	1.47e-09			pmagpy-3.2.1	1	hargrave 2014-11-03 17:19:27	273	1.86e-07	0		673.0	2.3	7.30e-09		-48.9	LT-T-Z:LP-DIR-T
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	10	9.38e-10	0	g		This study	003.4	8.53e-10			pmagpy-3.2.1	1	hargrave 2014-11-04 12:09:44	273	1.70e-07	0		698.0	1.5	4.39e-09		-51.2	LT-T-Z:LP-DIR-T
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	11	7.23e-10	0	g		This study	006.6	7.23e-10			pmagpy-3.2.1	1	hargrave 2014-11-10 12:59:52	273	1.56e-07	0		723.0	1.6	4.41e-09		-52.6	LT-T-Z:LP-DIR-T
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	12	7.26e-10	0	g		This study	005.0	1.48e-09			pmagpy-3.2.1	1	hargrave 2014-11-10 22:18:21	273	1.40e-07	0		748.0	1.6	3.73e-09		-54.3	LT-T-Z:LP-DIR-T
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	13	8.08e-10	0	g		This study	009.2	1.47e-09			pmagpy-3.2.1	1	hargrave 2014-11-13 11:52:27	273	1.22e-07	0		773.0	2.0	3.97e-09		-56.9	LT-T-Z:LP-DIR-T
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	14	4.09e-10	0	g		This study	009.5	5.23e-10			pmagpy-3.2.1	1	hargrave 2014-11-17 17:33:08	273	1.04e-07	0		788.0	1.6	2.96e-09		-60.2	LT-T-Z:LP-DIR-T
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	15	3.32e-10	0	g		This study	010.6	4.33e-10			pmagpy-3.2.1	1	hargrave 2014-11-24 18:24:04	273	9.46e-08	0		803.0	0.7	1.14e-09		-61.7	LT-T-Z:LP-DIR-T
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	16	4.61e-10	0	g		This study	013.4	1.25e-09			pmagpy-3.2.1	1	hargrave 2014-12-01 17:05:43	273	8.90e-08	0		818.0	0.9	8.66e-10		-64.2	LT-T-Z:LP-DIR-T
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	17	5.17e-10	0	g		This study	010.6	1.05e-09			pmagpy-3.2.1	1	hargrave 2014-12-02 00:51:42	273	8.17e-08	0		823.0	0.8	7.78e-10		-65.4	LT-T-Z:LP-DIR-T
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	18	3.97e-10	0	g		This study	008.5	9.54e-10			pmagpy-3.2.1	1	hargrave 2014-12-05 13:48:00	273	7.61e-08	0		828.0	0.9	7.97e-10		-68.1	LT-T-Z:LP-DIR-T
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	19	4.56e-10	0	g		This study	013.8	5.47e-10			pmagpy-3.2.1	1	hargrave 2014-12-06 12:05:58	273	6.99e-08	0		833.0	0.9	8.73e-10		-70.7	LT-T-Z:LP-DIR-T
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	20	3.77e-10	0	g		This study	015.8	5.84e-10			pmagpy-3.2.1	1	hargrave 2014-12-08 15:25:53	273	6.66e-08	0		838.0	0.7	6.73e-10		-71.9	LT-T-Z:LP-DIR-T
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	21	4.03e-10	0	g		This study	014.2	9.49e-10			pmagpy-3.2.1	1	hargrave 2014-12-08 22:18:06	273	6.25e-08	0		843.0	1.0	6.31e-10		-72.1	LT-T-Z:LP-DIR-T
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	22	4.41e-10	0	g		This study	012.4	1.23e-09			pmagpy-3.2.1	1	hargrave 2015-01-12 11:08:38	273	6.17e-08	0		846.0	1.3	6.47e-10		-72.6	LT-T-Z:LP-DIR-T
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	23	5.04e-10	0	g		This study	016.3	1.27e-09			pmagpy-3.2.1	1	hargrave 2015-01-14 14:26:50	273	6.06e-08	0		849.0	1.5	9.91e-10		-74.0	LT-T-Z:LP-DIR-T
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	24	4.34e-10	0	g		This study	012.8	1.30e-09			pmagpy-3.2.1	1	hargrave 2015-01-15 14:41:46	273	5.88e-08	0		852.0	1.4	5.97e-10		-75.4	LT-T-Z:LP-DIR-T
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	25	6.04e-10	0	g		This study	017.9	1.08e-09			pmagpy-3.2.1	1	hargrave 2015-01-18 13:03:31	273	5.71e-08	0		855.0	1.4	7.91e-10		-75.3	LT-T-Z:LP-DIR-T
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	26	3.06e-10	0	g		This study	017.4	6.65e-10			pmagpy-3.2.1	1	hargrave 2015-01-20 12:22:38	273	5.57e-08	0		858.0	1.1	7.83e-10		-74.9	LT-T-Z:LP-DIR-T
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	27	3.63e-10	0	g		This study	021.7	6.31e-10			pmagpy-3.2.1	1	hargrave 2015-02-10 17:31:37	273	5.14e-08	0		863.0	1.0	6.37e-10		-78.2	LT-T-Z:LP-DIR-T
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	28	3.79e-10	0	g		This study	025.0	9.49e-10			pmagpy-3.2.1	1	hargrave 2015-02-11 17:29:26	273	4.76e-08	0		883.0	1.2	4.79e-10		-81.2	LT-T-Z:LP-DIR-T
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	29	3.59e-10	0	g		This study	021.0	4.24e-10			pmagpy-3.2.1	1	hargrave 2015-02-12 15:41:30	273	3.95e-08	0		903.0	0.8	3.83e-10		-81.9	LT-T-Z:LP-DIR-T
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	30	1.89e-10	0	g		This study	044.7	5.06e-10			pmagpy-3.2.1	1	hargrave 2015-02-13 17:57:36	273	3.54e-08	0		923.0	1.0	3.74e-10		-85.2	LT-T-Z:LP-DIR-T
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	31	2.69e-10	0	g		This study	002.6	3.30e-10			pmagpy-3.2.1	1	hargrave 2015-02-17 11:32:15	273	2.82e-08	0		933.0	0.9	2.80e-10		-86.8	LT-T-Z:LP-DIR-T
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	32	8.97e-11	0	g		This study	330.8	3.62e-10			pmagpy-3.2.1	1	hargrave 2015-02-18 09:51:41	273	1.61e-08	0		943.0	1.5	2.29e-10		-77.8	LT-T-Z:LP-DIR-T
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	33	3.25e-11	0	g		This study	167.9	1.01e-10			pmagpy-3.2.1	1	hargrave 2015-02-19 12:58:47	273	3.90e-09	0		953.0	1.7	4.52e-11		-70.2	LT-T-Z:LP-DIR-T
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	1	9.09e-10	0	g		This study	169.5	3.49e-09			pmagpy-3.2.1	1		273	2.87e-07	0		273	1.6	7.03e-09		-65.1	LT-NO:LP-DIR-T
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	2	9.45e-10	0	g		This study	170.7	3.37e-09			pmagpy-3.2.1	1		273	3.30e-07	0		77	1.4	7.33e-09		-66.4	LT-LT-Z:LP-DIR-T
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	3	2.26e-09	0	g		This study	173.3	5.21e-09			pmagpy-3.2.1	1		273	4.62e-07	0		373.0	0.9	5.49e-09		-71.4	LT-T-Z:LP-DIR-T
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	4	8.78e-10	0	g		This study	175.4	4.16e-09			pmagpy-3.2.1	1	hargrave 2014-10-22 16:01:25	273	6.26e-07	0		423.0	1.3	1.37e-08		-73.4	LT-T-Z:LP-DIR-T
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	5	1.66e-09	0	g		This study	172.6	5.71e-09			pmagpy-3.2.1	1	hargrave 2014-10-27 16:28:07	273	6.10e-07	0		473.0	1.3	1.23e-08		-72.5	LT-T-Z:LP-DIR-T
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	6	2.29e-09	0	g		This study	179.4	4.84e-09			pmagpy-3.2.1	1	hargrave 2014-10-28 13:51:20	273	4.71e-07	0		523.0	1.7	1.31e-08		-71.2	LT-T-Z:LP-DIR-T
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	7	1.48e-09	0	g		This study	183.5	2.58e-09			pmagpy-3.2.1	1	hargrave 2014-10-28 20:48:26	273	2.75e-07	0		573.0	1.0	4.08e-09		-65.3	LT-T-Z:LP-DIR-T
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	8	5.44e-10	0	g		This study	184.8	1.01e-09			pmagpy-3.2.1	1	hargrave 2014-10-29 21:00:50	273	1.59e-07	0		623.0	1.5	4.15e-09		-59.0	LT-T-Z:LP-DIR-T
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	9	4.01e-10	0	g		This study	181.4	9.70e-10			pmagpy-3.2.1	1	hargrave 2014-11-03 17:20:59	273	1.23e-07	0		673.0	1.7	3.49e-09		-57.3	LT-T-Z:LP-DIR-T
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	10	3.93e-10	0	g		This study	183.7	5.55e-10			pmagpy-3.2.1	1	hargrave 2014-11-04 12:11:18	273	1.09e-07	0		698.0	2.2	4.11e-09		-54.9	LT-T-Z:LP-DIR-T
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	11	6.19e-10	0	g		This study	183.6	4.74e-10			pmagpy-3.2.1	1	hargrave 2014-11-10 13:01:28	273	9.41e-08	0		723.0	1.8	2.98e-09		-52.2	LT-T-Z:LP-DIR-T
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	12	9.71e-10	0	g		This study	183.8	1.05e-09			pmagpy-3.2.1	1	hargrave 2014-11-10 22:19:54	273	8.32e-08	0		748.0	1.3	1.39e-09		-49.9	LT-T-Z:LP-DIR-T
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	13	9.68e-10	0	g		This study	186.6	1.40e-09			pmagpy-3.2.1	1	hargrave 2014-11-13 11:54:22	273	7.35e-08	0		773.0	3.8	4.62e-09		-46.7	LT-T-Z:LP-DIR-T
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	14	3.06e-10	0	g		This study	183.2	5.04e-10			pmagpy-3.2.1	1	hargrave 2014-11-17 17:34:47	273	6.76e-08	0		788.0	1.7	1.96e-09		-43.4	LT-T-Z:LP-DIR-T
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	15	3.03e-10	0	g		This study	185.0	2.71e-10			pmagpy-3.2.1	1	hargrave 2014-11-24 18:25:43	273	6.36e-08	0		803.0	1.1	1.15e-09		-41.1	LT-T-Z:LP-DIR-T
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	16	6.37e-10	0	g		This study	184.9	3.50e-10			pmagpy-3.2.1	1	hargrave 2014-12-01 17:07:16	273	6.30e-08	0		818.0	1.7	1.79e-09		-39.9	LT-T-Z:LP-DIR-T
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	17	5.95e-10	0	g		This study	183.4	3.37e-10			pmagpy-3.2.1	1	hargrave 2014-12-02 00:53:16	273	5.76e-08	0		823.0	1.1	9.75e-10		-38.9	LT-T-Z:LP-DIR-T
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	18	6.93e-10	0	g		This study	183.0	1.01e-09			pmagpy-3.2.1	1	hargrave 2014-12-05 13:50:05	273	5.68e-08	0		828.0	3.6	3.39e-09		-37.6	LT-T-Z:LP-DIR-T
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	19	4.36e-10	0	g		This study	186.2	4.53e-10			pmagpy-3.2.1	1	hargrave 2014-12-06 12:07:29	273	5.43e-08	0		833.0	1.3	1.22e-09		-35.8	LT-T-Z:LP-DIR-T
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	20	3.98e-10	0	g		This study	184.0	3.65e-10			pmagpy-3.2.1	1	hargrave 2014-12-08 15:27:26	273	5.30e-08	0		838.0	1.3	1.17e-09		-35.2	LT-T-Z:LP-DIR-T
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	21	5.30e-10	0	g		This study	183.1	2.98e-10			pmagpy-3.2.1	1	hargrave 2014-12-08 22:19:44	273	5.16e-08	0		843.0	1.5	1.29e-09		-34.2	LT-T-Z:LP-DIR-T
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	22	7.72e-10	0	g		This study	185.8	6.56e-10			pmagpy-3.2.1	1	hargrave 2015-01-12 11:10:18	273	5.00e-08	0		846.0	1.4	7.49e-10		-33.9	LT-T-Z:LP-DIR-T
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	23	6.17e-10	0	g		This study	182.6	5.63e-10			pmagpy-3.2.1	1	hargrave 2015-01-14 14:28:30	273	4.86e-08	0		849.0	1.5	1.05e-09		-33.3	LT-T-Z:LP-DIR-T
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	24	7.65e-10	0	g		This study	181.9	5.27e-10			pmagpy-3.2.1	1	hargrave 2015-01-15 14:43:20	273	4.83e-08	0		852.0	1.6	9.70e-10		-32.5	LT-T-Z:LP-DIR-T
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	25	3.95e-10	0	g		This study	185.6	6.82e-10			pmagpy-3.2.1	1	hargrave 2015-01-18 13:04:52	273	4.67e-08	0		855.0	1.6	1.16e-09		-32.6	LT-T-Z:LP-DIR-T
