tab	magic_measurements
er_specimen_name	er_sample_name	er_site_name	er_location_name	magic_experiment_name	measurement_number	measurement_description	magic_software_packages	measurement_csd	measurement_flag	measurement_standard	measurement_magn_moment	magic_instrument_codes	treatment_temp	measurement_temp	measurement_positions	treatment_dc_field	treatment_dc_field_phi	magic_method_codes	measurement_sd_z	measurement_sd_x	measurement_dec	er_analyst_mail_names	treatment_dc_field_theta	measurement_sd_y	measurement_inc	treatment_ac_field	er_citation_names
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	29		pmagpy-3.2.1	1.6	g		1.97e-08	hargrave 2015-02-12 15:37:20	903.0	273	1	0		LT-T-Z:LP-DIR-T	2.81e-10	4.34e-10	265.6			2.53e-10	-46.0	0	This study
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	30		pmagpy-3.2.1	2.4	g		1.99e-08	hargrave 2015-02-13 17:53:58	923.0	273	1	0		LT-T-Z:LP-DIR-T	2.16e-10	8.01e-10	269.1			2.92e-10	-40.0	0	This study
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	31		pmagpy-3.2.1	2.3	g		1.78e-08	hargrave 2015-02-17 11:28:49	933.0	273	1	0		LT-T-Z:LP-DIR-T	3.07e-10	5.97e-10	268.6			3.16e-10	-42.4	0	This study
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	32		pmagpy-3.2.1	2.8	g		1.35e-08	hargrave 2015-02-18 09:46:48	943.0	273	1	0		LT-T-Z:LP-DIR-T	3.35e-10	4.89e-10	272.3			3.34e-10	-39.3	0	This study
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	33		pmagpy-3.2.1	3.5	g		3.99e-09	hargrave 2015-02-19 12:55:38	953.0	273	1	0		LT-T-Z:LP-DIR-T	9.14e-11	2.07e-10	234.4			1.06e-10	-27.9	0	This study
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	1		pmagpy-3.2.1	3.0	g		2.46e-07		273	273	1	0		LT-NO:LP-DIR-T	2.46e-09	1.26e-08	77.2			1.06e-09	-44.9	0	This study
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	2		pmagpy-3.2.1	2.5	g		2.72e-07		77	273	1	0		LT-LT-Z:LP-DIR-T	3.48e-09	1.12e-08	73.1			1.30e-09	-46.1	0	This study
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	3		pmagpy-3.2.1	2.0	g		3.68e-07		373.0	273	1	0		LT-T-Z:LP-DIR-T	6.14e-09	1.03e-08	66.0			4.82e-09	-49.3	0	This study
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	4		pmagpy-3.2.1	2.5	g		5.06e-07	hargrave 2014-10-22 15:58:15	423.0	273	1	0		LT-T-Z:LP-DIR-T	7.78e-09	2.08e-08	057.3			2.52e-09	-51.8	0	This study
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	5		pmagpy-3.2.1	3.8	g		5.02e-07	hargrave 2014-10-27 16:24:50	473.0	273	1	0		LT-T-Z:LP-DIR-T	1.03e-08	3.17e-08	061.1			2.75e-09	-52.1	0	This study
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	6		pmagpy-3.2.1	5.4	g		4.01e-07	hargrave 2014-10-28 13:47:48	523.0	273	1	0		LT-T-Z:LP-DIR-T	7.43e-09	3.67e-08	066.0			5.43e-09	-51.9	0	This study
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	7		pmagpy-3.2.1	4.9	g		2.63e-07	hargrave 2014-10-28 20:45:11	573.0	273	1	0		LT-T-Z:LP-DIR-T	3.89e-09	2.20e-08	069.5			3.27e-09	-50.3	0	This study
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	8		pmagpy-3.2.1	3.5	g		1.59e-07	hargrave 2014-10-29 20:57:46	623.0	273	1	0		LT-T-Z:LP-DIR-T	1.56e-09	9.67e-09	077.3			5.81e-10	-51.0	0	This study
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	9		pmagpy-3.2.1	4.1	g		1.25e-07	hargrave 2014-11-03 17:17:53	673.0	273	1	0		LT-T-Z:LP-DIR-T	1.49e-09	8.78e-09	081.7			5.86e-10	-49.9	0	This study
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	10		pmagpy-3.2.1	3.7	g		1.13e-07	hargrave 2014-11-04 12:08:13	698.0	273	1	0		LT-T-Z:LP-DIR-T	1.12e-09	7.17e-09	083.5			5.18e-10	-49.3	0	This study
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	11		pmagpy-3.2.1	4.6	g		1.01e-07	hargrave 2014-11-10 12:58:13	723.0	273	1	0		LT-T-Z:LP-DIR-T	9.47e-10	8.02e-09	089.4			6.20e-10	-47.8	0	This study
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	12		pmagpy-3.2.1	2.3	g		9.23e-08	hargrave 2014-11-10 22:16:43	748.0	273	1	0		LT-T-Z:LP-DIR-T	7.45e-10	3.65e-09	092.2			4.97e-10	-46.9	0	This study
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	13		pmagpy-3.2.1	4.6	g		8.52e-08	hargrave 2014-11-13 11:50:50	773.0	273	1	0		LT-T-Z:LP-DIR-T	9.94e-10	6.65e-09	099.3			1.36e-09	-44.6	0	This study
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	14		pmagpy-3.2.1	2.3	g		7.92e-08	hargrave 2014-11-17 17:31:35	788.0	273	1	0		LT-T-Z:LP-DIR-T	6.72e-10	3.04e-09	101.8			9.47e-10	-42.8	0	This study
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	15		pmagpy-3.2.1	0.9	g		7.67e-08	hargrave 2014-11-24 18:22:26	803.0	273	1	0		LT-T-Z:LP-DIR-T	5.65e-10	1.10e-09	103.3			5.01e-10	-42.7	0	This study
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	16		pmagpy-3.2.1	1.2	g		7.61e-08	hargrave 2014-12-01 17:04:09	818.0	273	1	0		LT-T-Z:LP-DIR-T	8.06e-10	1.39e-09	103.7			7.70e-10	-41.8	0	This study
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	17		pmagpy-3.2.1	1.2	g		7.05e-08	hargrave 2014-12-02 00:50:08	823.0	273	1	0		LT-T-Z:LP-DIR-T	6.66e-10	1.33e-09	103.3			6.73e-10	-41.7	0	This study
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	18		pmagpy-3.2.1	3.5	g		6.86e-08	hargrave 2014-12-05 13:46:21	828.0	273	1	0		LT-T-Z:LP-DIR-T	6.06e-10	4.01e-09	105.8			1.42e-09	-41.4	0	This study
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	19		pmagpy-3.2.1	0.5	g		6.56e-08	hargrave 2014-12-06 12:03:37	833.0	273	1	0		LT-T-Z:LP-DIR-T	5.00e-10	4.49e-10	106.3			2.97e-10	-39.4	0	This study
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	20		pmagpy-3.2.1	0.9	g		6.34e-08	hargrave 2014-12-08 15:24:19	838.0	273	1	0		LT-T-Z:LP-DIR-T	6.00e-10	7.97e-10	107.1			5.57e-10	-40.2	0	This study
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	21		pmagpy-3.2.1	0.8	g		6.09e-08	hargrave 2014-12-08 22:16:29	843.0	273	1	0		LT-T-Z:LP-DIR-T	6.18e-10	5.10e-10	106.6			5.48e-10	-39.2	0	This study
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	22		pmagpy-3.2.1	3.5	g		5.92e-08	hargrave 2015-01-12 11:07:07	846.0	273	1	0		LT-T-Z:LP-DIR-T	3.90e-10	3.29e-09	111.5			1.59e-09	-39.3	0	This study
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	23		pmagpy-3.2.1	2.0	g		5.86e-08	hargrave 2015-01-14 14:25:16	849.0	273	1	0		LT-T-Z:LP-DIR-T	3.95e-10	1.85e-09	110.9			8.67e-10	-39.5	0	This study
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	24		pmagpy-3.2.1	1.3	g		5.84e-08	hargrave 2015-01-15 14:40:11	852.0	273	1	0		LT-T-Z:LP-DIR-T	6.83e-10	1.07e-09	110.1			5.93e-10	-39.3	0	This study
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	25		pmagpy-3.2.1	2.8	g		5.75e-08	hargrave 2015-01-18 13:02:08	855.0	273	1	0		LT-T-Z:LP-DIR-T	5.04e-10	2.53e-09	113.1			1.35e-09	-40.2	0	This study
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	26		pmagpy-3.2.1	1.4	g		5.74e-08	hargrave 2015-01-20 12:21:08	858.0	273	1	0		LT-T-Z:LP-DIR-T	4.12e-10	1.35e-09	113.4			6.22e-10	-39.4	0	This study
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	27		pmagpy-3.2.1	1.7	g		5.53e-08	hargrave 2015-02-10 17:29:40	863.0	273	1	0		LT-T-Z:LP-DIR-T	3.27e-10	1.47e-09	113.4			7.29e-10	-38.0	0	This study
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	28		pmagpy-3.2.1	1.0	g		5.22e-08	hargrave 2015-02-11 17:27:24	883.0	273	1	0		LT-T-Z:LP-DIR-T	4.53e-10	7.42e-10	115.9			7.00e-10	-36.7	0	This study
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	29		pmagpy-3.2.1	1.4	g		4.54e-08	hargrave 2015-02-12 15:39:33	903.0	273	1	0		LT-T-Z:LP-DIR-T	4.96e-10	9.51e-10	116.6			6.33e-10	-34.3	0	This study
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	30		pmagpy-3.2.1	1.4	g		4.10e-08	hargrave 2015-02-13 17:55:58	923.0	273	1	0		LT-T-Z:LP-DIR-T	2.07e-10	1.04e-09	122.8			3.56e-10	-32.9	0	This study
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	31		pmagpy-3.2.1	1.0	g		3.27e-08	hargrave 2015-02-17 11:30:40	933.0	273	1	0		LT-T-Z:LP-DIR-T	2.55e-10	4.21e-10	122.6			3.88e-10	-33.6	0	This study
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	32		pmagpy-3.2.1	4.2	g		1.56e-08	hargrave 2015-02-18 09:48:39	943.0	273	1	0		LT-T-Z:LP-DIR-T	1.02e-10	9.59e-10	122.0			6.76e-10	-34.3	0	This study
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	33		pmagpy-3.2.1	2.4	g		3.94e-09	hargrave 2015-02-19 12:57:15	953.0	273	1	0		LT-T-Z:LP-DIR-T	1.85e-11	1.21e-10	128.2			1.22e-10	-37.5	0	This study
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	1		pmagpy-3.2.1	3.0	g		4.09e-07		273	273	1	0		LT-NO:LP-DIR-T	1.49e-09	7.33e-09	15.6			2.01e-08	-38.2	0	This study
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	2		pmagpy-3.2.1	1.7	g		4.63e-07		77	273	1	0		LT-LT-Z:LP-DIR-T	1.64e-09	5.05e-09	14.5			1.25e-08	-37.5	0	This study
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	3		pmagpy-3.2.1	0.4	g		6.21e-07		373.0	273	1	0		LT-T-Z:LP-DIR-T	2.55e-09	3.61e-09	7.1			3.58e-09	-38.2	0	This study
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	4		pmagpy-3.2.1	2.1	g		7.92e-07	hargrave 2014-10-22 15:59:53	423.0	273	1	0		LT-T-Z:LP-DIR-T	6.47e-09	4.56e-09	003.2			2.75e-08	-38.7	0	This study
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	5		pmagpy-3.2.1	1.4	g		7.70e-07	hargrave 2014-10-27 16:26:22	473.0	273	1	0		LT-T-Z:LP-DIR-T	4.23e-09	4.90e-09	002.7			1.87e-08	-39.1	0	This study
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	6		pmagpy-3.2.1	3.2	g		5.77e-07	hargrave 2014-10-28 13:49:35	523.0	273	1	0		LT-T-Z:LP-DIR-T	3.25e-09	5.53e-09	004.0			3.21e-08	-41.2	0	This study
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	7		pmagpy-3.2.1	2.6	g		3.38e-07	hargrave 2014-10-28 20:46:49	573.0	273	1	0		LT-T-Z:LP-DIR-T	1.64e-09	3.92e-09	009.1			1.46e-08	-43.6	0	This study
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	8		pmagpy-3.2.1	1.8	g		2.10e-07	hargrave 2014-10-29 20:59:18	623.0	273	1	0		LT-T-Z:LP-DIR-T	7.48e-10	1.44e-09	003.1			6.33e-09	-47.7	0	This study
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	9		pmagpy-3.2.1	2.3	g		1.86e-07	hargrave 2014-11-03 17:19:27	673.0	273	1	0		LT-T-Z:LP-DIR-T	7.48e-10	1.47e-09	004.7			7.30e-09	-48.9	0	This study
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	10		pmagpy-3.2.1	1.5	g		1.70e-07	hargrave 2014-11-04 12:09:44	698.0	273	1	0		LT-T-Z:LP-DIR-T	9.38e-10	8.53e-10	003.4			4.39e-09	-51.2	0	This study
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	11		pmagpy-3.2.1	1.6	g		1.56e-07	hargrave 2014-11-10 12:59:52	723.0	273	1	0		LT-T-Z:LP-DIR-T	7.23e-10	7.23e-10	006.6			4.41e-09	-52.6	0	This study
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	12		pmagpy-3.2.1	1.6	g		1.40e-07	hargrave 2014-11-10 22:18:21	748.0	273	1	0		LT-T-Z:LP-DIR-T	7.26e-10	1.48e-09	005.0			3.73e-09	-54.3	0	This study
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	13		pmagpy-3.2.1	2.0	g		1.22e-07	hargrave 2014-11-13 11:52:27	773.0	273	1	0		LT-T-Z:LP-DIR-T	8.08e-10	1.47e-09	009.2			3.97e-09	-56.9	0	This study
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	14		pmagpy-3.2.1	1.6	g		1.04e-07	hargrave 2014-11-17 17:33:08	788.0	273	1	0		LT-T-Z:LP-DIR-T	4.09e-10	5.23e-10	009.5			2.96e-09	-60.2	0	This study
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	15		pmagpy-3.2.1	0.7	g		9.46e-08	hargrave 2014-11-24 18:24:04	803.0	273	1	0		LT-T-Z:LP-DIR-T	3.32e-10	4.33e-10	010.6			1.14e-09	-61.7	0	This study
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	16		pmagpy-3.2.1	0.9	g		8.90e-08	hargrave 2014-12-01 17:05:43	818.0	273	1	0		LT-T-Z:LP-DIR-T	4.61e-10	1.25e-09	013.4			8.66e-10	-64.2	0	This study
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	17		pmagpy-3.2.1	0.8	g		8.17e-08	hargrave 2014-12-02 00:51:42	823.0	273	1	0		LT-T-Z:LP-DIR-T	5.17e-10	1.05e-09	010.6			7.78e-10	-65.4	0	This study
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	18		pmagpy-3.2.1	0.9	g		7.61e-08	hargrave 2014-12-05 13:48:00	828.0	273	1	0		LT-T-Z:LP-DIR-T	3.97e-10	9.54e-10	008.5			7.97e-10	-68.1	0	This study
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	19		pmagpy-3.2.1	0.9	g		6.99e-08	hargrave 2014-12-06 12:05:58	833.0	273	1	0		LT-T-Z:LP-DIR-T	4.56e-10	5.47e-10	013.8			8.73e-10	-70.7	0	This study
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	20		pmagpy-3.2.1	0.7	g		6.66e-08	hargrave 2014-12-08 15:25:53	838.0	273	1	0		LT-T-Z:LP-DIR-T	3.77e-10	5.84e-10	015.8			6.73e-10	-71.9	0	This study
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	21		pmagpy-3.2.1	1.0	g		6.25e-08	hargrave 2014-12-08 22:18:06	843.0	273	1	0		LT-T-Z:LP-DIR-T	4.03e-10	9.49e-10	014.2			6.31e-10	-72.1	0	This study
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	22		pmagpy-3.2.1	1.3	g		6.17e-08	hargrave 2015-01-12 11:08:38	846.0	273	1	0		LT-T-Z:LP-DIR-T	4.41e-10	1.23e-09	012.4			6.47e-10	-72.6	0	This study
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	23		pmagpy-3.2.1	1.5	g		6.06e-08	hargrave 2015-01-14 14:26:50	849.0	273	1	0		LT-T-Z:LP-DIR-T	5.04e-10	1.27e-09	016.3			9.91e-10	-74.0	0	This study
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	24		pmagpy-3.2.1	1.4	g		5.88e-08	hargrave 2015-01-15 14:41:46	852.0	273	1	0		LT-T-Z:LP-DIR-T	4.34e-10	1.30e-09	012.8			5.97e-10	-75.4	0	This study
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	25		pmagpy-3.2.1	1.4	g		5.71e-08	hargrave 2015-01-18 13:03:31	855.0	273	1	0		LT-T-Z:LP-DIR-T	6.04e-10	1.08e-09	017.9			7.91e-10	-75.3	0	This study
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	26		pmagpy-3.2.1	1.1	g		5.57e-08	hargrave 2015-01-20 12:22:38	858.0	273	1	0		LT-T-Z:LP-DIR-T	3.06e-10	6.65e-10	017.4			7.83e-10	-74.9	0	This study
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	27		pmagpy-3.2.1	1.0	g		5.14e-08	hargrave 2015-02-10 17:31:37	863.0	273	1	0		LT-T-Z:LP-DIR-T	3.63e-10	6.31e-10	021.7			6.37e-10	-78.2	0	This study
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	28		pmagpy-3.2.1	1.2	g		4.76e-08	hargrave 2015-02-11 17:29:26	883.0	273	1	0		LT-T-Z:LP-DIR-T	3.79e-10	9.49e-10	025.0			4.79e-10	-81.2	0	This study
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	29		pmagpy-3.2.1	0.8	g		3.95e-08	hargrave 2015-02-12 15:41:30	903.0	273	1	0		LT-T-Z:LP-DIR-T	3.59e-10	4.24e-10	021.0			3.83e-10	-81.9	0	This study
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	30		pmagpy-3.2.1	1.0	g		3.54e-08	hargrave 2015-02-13 17:57:36	923.0	273	1	0		LT-T-Z:LP-DIR-T	1.89e-10	5.06e-10	044.7			3.74e-10	-85.2	0	This study
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	31		pmagpy-3.2.1	0.9	g		2.82e-08	hargrave 2015-02-17 11:32:15	933.0	273	1	0		LT-T-Z:LP-DIR-T	2.69e-10	3.30e-10	002.6			2.80e-10	-86.8	0	This study
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	32		pmagpy-3.2.1	1.5	g		1.61e-08	hargrave 2015-02-18 09:51:41	943.0	273	1	0		LT-T-Z:LP-DIR-T	8.97e-11	3.62e-10	330.8			2.29e-10	-77.8	0	This study
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	33		pmagpy-3.2.1	1.7	g		3.90e-09	hargrave 2015-02-19 12:58:47	953.0	273	1	0		LT-T-Z:LP-DIR-T	3.25e-11	1.01e-10	167.9			4.52e-11	-70.2	0	This study
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	1		pmagpy-3.2.1	1.6	g		2.87e-07		273	273	1	0		LT-NO:LP-DIR-T	9.09e-10	3.49e-09	169.5			7.03e-09	-65.1	0	This study
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	2		pmagpy-3.2.1	1.4	g		3.30e-07		77	273	1	0		LT-LT-Z:LP-DIR-T	9.45e-10	3.37e-09	170.7			7.33e-09	-66.4	0	This study
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	3		pmagpy-3.2.1	0.9	g		4.62e-07		373.0	273	1	0		LT-T-Z:LP-DIR-T	2.26e-09	5.21e-09	173.3			5.49e-09	-71.4	0	This study
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	4		pmagpy-3.2.1	1.3	g		6.26e-07	hargrave 2014-10-22 16:01:25	423.0	273	1	0		LT-T-Z:LP-DIR-T	8.78e-10	4.16e-09	175.4			1.37e-08	-73.4	0	This study
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	5		pmagpy-3.2.1	1.3	g		6.10e-07	hargrave 2014-10-27 16:28:07	473.0	273	1	0		LT-T-Z:LP-DIR-T	1.66e-09	5.71e-09	172.6			1.23e-08	-72.5	0	This study
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	6		pmagpy-3.2.1	1.7	g		4.71e-07	hargrave 2014-10-28 13:51:20	523.0	273	1	0		LT-T-Z:LP-DIR-T	2.29e-09	4.84e-09	179.4			1.31e-08	-71.2	0	This study
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	7		pmagpy-3.2.1	1.0	g		2.75e-07	hargrave 2014-10-28 20:48:26	573.0	273	1	0		LT-T-Z:LP-DIR-T	1.48e-09	2.58e-09	183.5			4.08e-09	-65.3	0	This study
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	8		pmagpy-3.2.1	1.5	g		1.59e-07	hargrave 2014-10-29 21:00:50	623.0	273	1	0		LT-T-Z:LP-DIR-T	5.44e-10	1.01e-09	184.8			4.15e-09	-59.0	0	This study
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	9		pmagpy-3.2.1	1.7	g		1.23e-07	hargrave 2014-11-03 17:20:59	673.0	273	1	0		LT-T-Z:LP-DIR-T	4.01e-10	9.70e-10	181.4			3.49e-09	-57.3	0	This study
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	10		pmagpy-3.2.1	2.2	g		1.09e-07	hargrave 2014-11-04 12:11:18	698.0	273	1	0		LT-T-Z:LP-DIR-T	3.93e-10	5.55e-10	183.7			4.11e-09	-54.9	0	This study
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	11		pmagpy-3.2.1	1.8	g		9.41e-08	hargrave 2014-11-10 13:01:28	723.0	273	1	0		LT-T-Z:LP-DIR-T	6.19e-10	4.74e-10	183.6			2.98e-09	-52.2	0	This study
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	12		pmagpy-3.2.1	1.3	g		8.32e-08	hargrave 2014-11-10 22:19:54	748.0	273	1	0		LT-T-Z:LP-DIR-T	9.71e-10	1.05e-09	183.8			1.39e-09	-49.9	0	This study
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	13		pmagpy-3.2.1	3.8	g		7.35e-08	hargrave 2014-11-13 11:54:22	773.0	273	1	0		LT-T-Z:LP-DIR-T	9.68e-10	1.40e-09	186.6			4.62e-09	-46.7	0	This study
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	14		pmagpy-3.2.1	1.7	g		6.76e-08	hargrave 2014-11-17 17:34:47	788.0	273	1	0		LT-T-Z:LP-DIR-T	3.06e-10	5.04e-10	183.2			1.96e-09	-43.4	0	This study
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	15		pmagpy-3.2.1	1.1	g		6.36e-08	hargrave 2014-11-24 18:25:43	803.0	273	1	0		LT-T-Z:LP-DIR-T	3.03e-10	2.71e-10	185.0			1.15e-09	-41.1	0	This study
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	16		pmagpy-3.2.1	1.7	g		6.30e-08	hargrave 2014-12-01 17:07:16	818.0	273	1	0		LT-T-Z:LP-DIR-T	6.37e-10	3.50e-10	184.9			1.79e-09	-39.9	0	This study
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	17		pmagpy-3.2.1	1.1	g		5.76e-08	hargrave 2014-12-02 00:53:16	823.0	273	1	0		LT-T-Z:LP-DIR-T	5.95e-10	3.37e-10	183.4			9.75e-10	-38.9	0	This study
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	18		pmagpy-3.2.1	3.6	g		5.68e-08	hargrave 2014-12-05 13:50:05	828.0	273	1	0		LT-T-Z:LP-DIR-T	6.93e-10	1.01e-09	183.0			3.39e-09	-37.6	0	This study
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	19		pmagpy-3.2.1	1.3	g		5.43e-08	hargrave 2014-12-06 12:07:29	833.0	273	1	0		LT-T-Z:LP-DIR-T	4.36e-10	4.53e-10	186.2			1.22e-09	-35.8	0	This study
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	20		pmagpy-3.2.1	1.3	g		5.30e-08	hargrave 2014-12-08 15:27:26	838.0	273	1	0		LT-T-Z:LP-DIR-T	3.98e-10	3.65e-10	184.0			1.17e-09	-35.2	0	This study
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	21		pmagpy-3.2.1	1.5	g		5.16e-08	hargrave 2014-12-08 22:19:44	843.0	273	1	0		LT-T-Z:LP-DIR-T	5.30e-10	2.98e-10	183.1			1.29e-09	-34.2	0	This study
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	22		pmagpy-3.2.1	1.4	g		5.00e-08	hargrave 2015-01-12 11:10:18	846.0	273	1	0		LT-T-Z:LP-DIR-T	7.72e-10	6.56e-10	185.8			7.49e-10	-33.9	0	This study
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	23		pmagpy-3.2.1	1.5	g		4.86e-08	hargrave 2015-01-14 14:28:30	849.0	273	1	0		LT-T-Z:LP-DIR-T	6.17e-10	5.63e-10	182.6			1.05e-09	-33.3	0	This study
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	24		pmagpy-3.2.1	1.6	g		4.83e-08	hargrave 2015-01-15 14:43:20	852.0	273	1	0		LT-T-Z:LP-DIR-T	7.65e-10	5.27e-10	181.9			9.70e-10	-32.5	0	This study
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	25		pmagpy-3.2.1	1.6	g		4.67e-08	hargrave 2015-01-18 13:04:52	855.0	273	1	0		LT-T-Z:LP-DIR-T	3.95e-10	6.82e-10	185.6			1.16e-09	-32.6	0	This study
